	admin_level	cluster_frequency	correct	country_code	country_rank	edit_distance	feature_class	feature_code	has_mpoly	has_pcode	is_country	is_highest_population	is_lowest_admin_level	matches_topic	median_distance	popularity	population
494	None	0	0	DE	2	0	P	PPLX	False	False	False	False	False	False	93.0	0	0
495	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	92.0	0	0
496	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	94.0	0	0
497	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	92.0	0	472
498	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	92.0	0	0
499	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	92.0	0	0
500	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	91.0	0	0
501	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	93.0	0	0
502	None	0	0	DE	2	0	P	PPLA3	False	False	False	True	False	False	92.0	0	219176
503	None	0	0	DE	2	0	P	PPL	False	False	False	False	False	False	93.0	0	0
504	None	0	1	DE	2	0	P	PPL	False	False	False	False	False	False	94.0	0	0
505	None	0	0	DE	2	0	P	PPLX	False	False	False	False	False	False	92.0	0	0
506	None	0	0	DE	2	0	P	PPLX	False	False	False	False	False	False	94.0	0	0
507	None	0	0	BE	29	0	P	PPL	False	False	False	False	False	False	91.0	0	0
508	None	0	0	AT	15	0	P	PPL	False	False	False	False	False	False	94.0	0	0
509	None	0	0	AT	15	0	P	PPL	False	False	False	False	False	False	93.0	0	0
510	None	0	0	EG	999	0	S	FRM	False	False	False	False	False	False	77.0	0	0
511	None	0	0	CN	12	0	P	PPL	False	False	False	False	False	False	104.0	0	0
512	None	0	0	CN	12	0	P	PPL	False	False	False	False	False	False	104.0	0	0
513	None	0	0	CN	12	0	P	PPL	False	False	False	False	False	False	104.0	0	0
514	None	0	0	ID	999	0	P	PPL	False	False	False	False	False	False	98.0	0	0
515	None	0	0	ID	999	0	P	PPL	False	False	False	False	False	False	98.0	0	0
516	None	0	0	ID	999	0	P	PPL	False	False	False	False	False	False	98.0	0	0
517	None	0	0	ID	999	0	P	PPL	False	False	False	False	False	False	98.0	0	0
518	None	0	0	ID	999	0	P	PPL	False	False	False	False	False	False	99.0	0	0
519	None	0	0	ID	999	0	P	PPL	False	False	False	False	False	False	99.0	0	0
520	None	0	0	NG	999	0	P	PPL	False	False	False	False	False	False	91.0	0	0
521	None	0	0	AT	15	0	S	LIBR	False	False	False	False	False	False	93.0	0	0
522	None	0	0	LK	999	0	S	EST	False	False	False	False	False	False	68.0	0	0
523	5	0	0	NP	999	0	A	ADM5	False	False	False	False	True	False	76.0	0	0
524	None	0	0	US	1	0	S	MN	False	False	False	False	False	False	130.0	0	0
525	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	103.0	0	0
526	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	109.0	0	0
527	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	119.0	0	0
528	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	107.0	0	0
529	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	107.0	0	0
530	None	0	0	PH	7	0	R	ST	False	False	False	False	False	False	104.0	0	0
531	None	0	0	CA	6	0	P	PPLL	False	False	False	False	False	False	94.0	0	0
532	None	0	0	BY	39	0	P	PPL	False	False	False	False	False	False	90.0	0	0
533	None	0	1	None	999	0	A	ZN	False	False	False	False	False	False	89.0	0	0
534	None	0	0	US	1	0	T	ISL	False	False	False	False	False	False	109.0	0	0
535	None	0	0	PK	999	0	L	LCTY	False	False	False	False	False	False	62.0	0	0
536	None	0	0	TD	999	0	S	CMP	False	False	False	False	False	False	86.0	0	0
537	None	0	0	TD	999	0	H	STMI	False	False	False	False	False	False	90.0	0	0
538	None	0	0	TD	999	0	H	WLL	False	False	False	False	False	False	88.0	0	0
539	None	0	0	TH	999	0	P	PPL	False	False	False	False	False	False	91.0	0	0
540	None	0	0	TH	999	0	P	PPL	False	False	False	False	False	False	89.0	0	0
541	None	0	0	TH	999	0	P	PPL	False	False	False	False	False	False	89.0	0	0
542	None	0	0	TH	999	0	P	PPL	False	False	False	False	False	False	88.0	0	0
543	None	0	0	TH	999	0	P	PPL	False	False	False	False	False	False	89.0	0	0
544	None	0	0	TH	999	0	P	PPL	False	False	False	False	False	False	89.0	0	0
545	None	0	0	KR	999	0	P	PPL	False	False	False	False	False	False	116.0	0	0
546	None	0	0	KR	999	0	P	PPL	False	False	False	False	False	False	116.0	0	0
547	None	0	0	RU	9	0	H	CHN	False	False	False	False	False	False	73.0	0	0
548	None	0	0	RU	9	0	H	CHN	False	False	False	False	False	False	73.0	0	0
549	None	0	0	RU	9	0	H	LK	False	False	False	False	False	False	72.0	0	0
550	None	0	0	RU	9	0	H	LK	False	False	False	False	False	False	72.0	0	0
551	None	0	0	RU	9	0	H	LK	False	False	False	False	False	False	72.0	0	0
552	None	0	0	RU	9	0	H	STM	False	False	False	False	False	False	72.0	0	0
553	None	0	0	RU	9	0	H	CHN	False	False	False	False	False	False	72.0	0	0
554	None	0	0	MX	8	0	H	STMI	False	False	False	False	False	False	129.0	0	0
555	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	101.0	0	232
556	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	120.0	0	68
557	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	108.0	0	274
558	None	0	0	MX	8	0	H	STMI	False	False	False	False	False	False	124.0	0	0
559	None	0	0	IT	5	0	S	HTL	False	False	False	False	False	False	91.0	0	0
560	None	0	0	IT	5	0	P	PPL	False	False	False	False	False	False	91.0	0	57
561	None	0	1	IT	5	0	P	PPLA	False	False	False	True	False	False	91.0	0	870456
562	None	0	0	IE	21	0	P	PPL	False	False	False	False	False	False	86.0	0	0
563	None	0	0	HT	17	0	P	PPL	False	False	False	False	False	False	101.0	0	0
564	None	0	0	HN	30	0	P	PPL	False	False	False	False	False	False	115.0	0	0
565	None	0	0	ES	13	0	S	HTL	False	False	False	False	False	False	85.0	0	0
566	None	0	0	CO	4	0	P	PPL	False	False	False	False	False	False	102.0	0	0
567	None	0	0	CA	6	0	L	AREA	False	False	False	False	False	False	137.0	0	0
568	None	0	0	CA	6	0	P	PPL	False	False	False	False	False	False	106.0	0	0
569	None	0	0	PG	999	0	H	STM	False	False	False	False	False	False	126.0	0	0
570	None	0	0	NZ	999	0	H	STM	False	False	False	False	False	False	165.0	0	0
571	None	0	0	MX	8	0	P	PPL	False	False	False	False	False	False	124.0	0	79
572	None	0	0	ZW	10	0	S	FRM	False	False	False	False	False	False	82.0	0	0
573	None	0	0	ZA	3	0	S	FRM	False	False	False	False	False	False	91.0	0	0
574	1	0	0	US	1	0	A	ADM1	False	False	False	True	True	False	138.0	0	1416564
575	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	104.0	0	0
576	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	102.0	0	0
577	None	0	0	US	1	0	S	None	False	False	False	False	False	False	117.0	0	0
578	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	111.0	0	0
579	None	0	0	US	1	0	P	PPL	False	False	False	False	False	False	107.0	0	0
580	None	0	0	TZ	19	0	H	STM	False	False	False	False	False	False	73.0	0	0
581	None	0	0	AU	27	0	S	HMSD	False	False	False	False	False	False	142.0	0	0
